Datum,   Brot,Fleisch,    Fisch,    Molkerei-Eier,    Speisefette-öle,    Obst,    Gemüse,"    Zucker, Marmelade, Honig",    Fertigerichte,  Kaffee-Tee,    Wasser-Saft
2021-06-18,102.9,102.1,102.0,104.0,105.8,102.3,101.3,103.4,102.0,102.8,102.9
2021-06-19,102.9,102.1,102.0,104.0,105.8,102.3,101.3,103.4,102.0,102.8,102.9
2021-06-20,102.9,102.1,102.0,104.0,105.8,102.3,101.3,103.4,102.0,102.8,102.9
2021-06-21,102.9,102.1,102.0,104.0,105.8,102.3,101.3,103.4,102.0,102.8,102.9
2021-06-22,102.9,102.1,102.0,104.0,105.8,102.3,101.3,103.4,102.0,102.8,102.9
2021-06-23,102.9,102.1,102.0,104.0,105.8,102.3,101.3,103.4,102.0,102.8,102.9
2021-06-24,102.9,102.1,102.0,104.0,105.8,102.3,101.3,103.4,102.0,102.8,102.9
2021-06-25,102.9,102.1,102.0,104.0,105.8,102.3,101.3,103.4,102.0,102.8,102.9
2021-06-26,102.9,102.1,102.0,104.0,105.8,102.3,101.3,103.4,102.0,102.8,102.9
2021-06-27,102.9,102.1,102.0,104.0,105.8,102.3,101.3,103.4,102.0,102.8,102.9
2021-06-28,102.9,102.1,102.0,104.0,105.8,102.3,101.3,103.4,102.0,102.8,102.9
2021-06-29,102.9,102.1,102.0,104.0,105.8,102.3,101.3,103.4,102.0,102.8,102.9
2021-06-30,102.9,102.1,102.0,104.0,105.8,102.3,101.3,103.4,102.0,102.8,102.9
2021-07-01,103.2,103.0,102.3,104.4,106.6,100.9,103.1,103.5,102.0,102.9,102.9
2021-07-02,103.2,103.0,102.3,104.4,106.6,100.9,103.1,103.5,102.0,102.9,102.9
2021-07-03,103.2,103.0,102.3,104.4,106.6,100.9,103.1,103.5,102.0,102.9,102.9
2021-07-04,103.2,103.0,102.3,104.4,106.6,100.9,103.1,103.5,102.0,102.9,102.9
2021-07-05,103.2,103.0,102.3,104.4,106.6,100.9,103.1,103.5,102.0,102.9,102.9
2021-07-06,103.2,103.0,102.3,104.4,106.6,100.9,103.1,103.5,102.0,102.9,102.9
2021-07-07,103.2,103.0,102.3,104.4,106.6,100.9,103.1,103.5,102.0,102.9,102.9
2021-07-08,103.2,103.0,102.3,104.4,106.6,100.9,103.1,103.5,102.0,102.9,102.9
2021-07-09,103.2,103.0,102.3,104.4,106.6,100.9,103.1,103.5,102.0,102.9,102.9
2021-07-10,103.2,103.0,102.3,104.4,106.6,100.9,103.1,103.5,102.0,102.9,102.9
2021-07-11,103.2,103.0,102.3,104.4,106.6,100.9,103.1,103.5,102.0,102.9,102.9
2021-07-12,103.2,103.0,102.3,104.4,106.6,100.9,103.1,103.5,102.0,102.9,102.9
2021-07-13,103.2,103.0,102.3,104.4,106.6,100.9,103.1,103.5,102.0,102.9,102.9
2021-07-14,103.2,103.0,102.3,104.4,106.6,100.9,103.1,103.5,102.0,102.9,102.9
2021-07-15,103.2,103.0,102.3,104.4,106.6,100.9,103.1,103.5,102.0,102.9,102.9
2021-07-16,103.2,103.0,102.3,104.4,106.6,100.9,103.1,103.5,102.0,102.9,102.9
2021-07-17,103.2,103.0,102.3,104.4,106.6,100.9,103.1,103.5,102.0,102.9,102.9
2021-07-18,103.2,103.0,102.3,104.4,106.6,100.9,103.1,103.5,102.0,102.9,102.9
2021-07-19,103.2,103.0,102.3,104.4,106.6,100.9,103.1,103.5,102.0,102.9,102.9
2021-07-20,103.2,103.0,102.3,104.4,106.6,100.9,103.1,103.5,102.0,102.9,102.9
2021-07-21,103.2,103.0,102.3,104.4,106.6,100.9,103.1,103.5,102.0,102.9,102.9
2021-07-22,103.2,103.0,102.3,104.4,106.6,100.9,103.1,103.5,102.0,102.9,102.9
2021-07-23,103.2,103.0,102.3,104.4,106.6,100.9,103.1,103.5,102.0,102.9,102.9
2021-07-24,103.2,103.0,102.3,104.4,106.6,100.9,103.1,103.5,102.0,102.9,102.9
2021-07-25,103.2,103.0,102.3,104.4,106.6,100.9,103.1,103.5,102.0,102.9,102.9
2021-07-26,103.2,103.0,102.3,104.4,106.6,100.9,103.1,103.5,102.0,102.9,102.9
2021-07-27,103.2,103.0,102.3,104.4,106.6,100.9,103.1,103.5,102.0,102.9,102.9
2021-07-28,103.2,103.0,102.3,104.4,106.6,100.9,103.1,103.5,102.0,102.9,102.9
2021-07-29,103.2,103.0,102.3,104.4,106.6,100.9,103.1,103.5,102.0,102.9,102.9
2021-07-30,103.2,103.0,102.3,104.4,106.6,100.9,103.1,103.5,102.0,102.9,102.9
2021-07-31,103.2,103.0,102.3,104.4,106.6,100.9,103.1,103.5,102.0,102.9,102.9
2021-08-01,103.7,103.1,102.4,104.7,107.3,101.2,101.6,103.0,101.9,103.0,103.3
2021-08-02,103.7,103.1,102.4,104.7,107.3,101.2,101.6,103.0,101.9,103.0,103.3
2021-08-03,103.7,103.1,102.4,104.7,107.3,101.2,101.6,103.0,101.9,103.0,103.3
2021-08-04,103.7,103.1,102.4,104.7,107.3,101.2,101.6,103.0,101.9,103.0,103.3
2021-08-05,103.7,103.1,102.4,104.7,107.3,101.2,101.6,103.0,101.9,103.0,103.3
2021-08-06,103.7,103.1,102.4,104.7,107.3,101.2,101.6,103.0,101.9,103.0,103.3
2021-08-07,103.7,103.1,102.4,104.7,107.3,101.2,101.6,103.0,101.9,103.0,103.3
2021-08-08,103.7,103.1,102.4,104.7,107.3,101.2,101.6,103.0,101.9,103.0,103.3
2021-08-09,103.7,103.1,102.4,104.7,107.3,101.2,101.6,103.0,101.9,103.0,103.3
2021-08-10,103.7,103.1,102.4,104.7,107.3,101.2,101.6,103.0,101.9,103.0,103.3
2021-08-11,103.7,103.1,102.4,104.7,107.3,101.2,101.6,103.0,101.9,103.0,103.3
2021-08-12,103.7,103.1,102.4,104.7,107.3,101.2,101.6,103.0,101.9,103.0,103.3
2021-08-13,103.7,103.1,102.4,104.7,107.3,101.2,101.6,103.0,101.9,103.0,103.3
2021-08-14,103.7,103.1,102.4,104.7,107.3,101.2,101.6,103.0,101.9,103.0,103.3
2021-08-15,103.7,103.1,102.4,104.7,107.3,101.2,101.6,103.0,101.9,103.0,103.3
2021-08-16,103.7,103.1,102.4,104.7,107.3,101.2,101.6,103.0,101.9,103.0,103.3
2021-08-17,103.7,103.1,102.4,104.7,107.3,101.2,101.6,103.0,101.9,103.0,103.3
2021-08-18,103.7,103.1,102.4,104.7,107.3,101.2,101.6,103.0,101.9,103.0,103.3
2021-08-19,103.7,103.1,102.4,104.7,107.3,101.2,101.6,103.0,101.9,103.0,103.3
2021-08-20,103.7,103.1,102.4,104.7,107.3,101.2,101.6,103.0,101.9,103.0,103.3
2021-08-21,103.7,103.1,102.4,104.7,107.3,101.2,101.6,103.0,101.9,103.0,103.3
2021-08-22,103.7,103.1,102.4,104.7,107.3,101.2,101.6,103.0,101.9,103.0,103.3
2021-08-23,103.7,103.1,102.4,104.7,107.3,101.2,101.6,103.0,101.9,103.0,103.3
2021-08-24,103.7,103.1,102.4,104.7,107.3,101.2,101.6,103.0,101.9,103.0,103.3
2021-08-25,103.7,103.1,102.4,104.7,107.3,101.2,101.6,103.0,101.9,103.0,103.3
2021-08-26,103.7,103.1,102.4,104.7,107.3,101.2,101.6,103.0,101.9,103.0,103.3
2021-08-27,103.7,103.1,102.4,104.7,107.3,101.2,101.6,103.0,101.9,103.0,103.3
2021-08-28,103.7,103.1,102.4,104.7,107.3,101.2,101.6,103.0,101.9,103.0,103.3
2021-08-29,103.7,103.1,102.4,104.7,107.3,101.2,101.6,103.0,101.9,103.0,103.3
2021-08-30,103.7,103.1,102.4,104.7,107.3,101.2,101.6,103.0,101.9,103.0,103.3
2021-08-31,103.7,103.1,102.4,104.7,107.3,101.2,101.6,103.0,101.9,103.0,103.3
2021-09-01,104.1,103.3,102.5,105.0,105.4,100.6,101.5,103.4,102.1,102.9,102.7
2021-09-02,104.1,103.3,102.5,105.0,105.4,100.6,101.5,103.4,102.1,102.9,102.7
2021-09-03,104.1,103.3,102.5,105.0,105.4,100.6,101.5,103.4,102.1,102.9,102.7
2021-09-04,104.1,103.3,102.5,105.0,105.4,100.6,101.5,103.4,102.1,102.9,102.7
2021-09-05,104.1,103.3,102.5,105.0,105.4,100.6,101.5,103.4,102.1,102.9,102.7
2021-09-06,104.1,103.3,102.5,105.0,105.4,100.6,101.5,103.4,102.1,102.9,102.7
2021-09-07,104.1,103.3,102.5,105.0,105.4,100.6,101.5,103.4,102.1,102.9,102.7
2021-09-08,104.1,103.3,102.5,105.0,105.4,100.6,101.5,103.4,102.1,102.9,102.7
2021-09-09,104.1,103.3,102.5,105.0,105.4,100.6,101.5,103.4,102.1,102.9,102.7
2021-09-10,104.1,103.3,102.5,105.0,105.4,100.6,101.5,103.4,102.1,102.9,102.7
2021-09-11,104.1,103.3,102.5,105.0,105.4,100.6,101.5,103.4,102.1,102.9,102.7
2021-09-12,104.1,103.3,102.5,105.0,105.4,100.6,101.5,103.4,102.1,102.9,102.7
2021-09-13,104.1,103.3,102.5,105.0,105.4,100.6,101.5,103.4,102.1,102.9,102.7
2021-09-14,104.1,103.3,102.5,105.0,105.4,100.6,101.5,103.4,102.1,102.9,102.7
2021-09-15,104.1,103.3,102.5,105.0,105.4,100.6,101.5,103.4,102.1,102.9,102.7
2021-09-16,104.1,103.3,102.5,105.0,105.4,100.6,101.5,103.4,102.1,102.9,102.7
2021-09-17,104.1,103.3,102.5,105.0,105.4,100.6,101.5,103.4,102.1,102.9,102.7
2021-09-18,104.1,103.3,102.5,105.0,105.4,100.6,101.5,103.4,102.1,102.9,102.7
2021-09-19,104.1,103.3,102.5,105.0,105.4,100.6,101.5,103.4,102.1,102.9,102.7
2021-09-20,104.1,103.3,102.5,105.0,105.4,100.6,101.5,103.4,102.1,102.9,102.7
2021-09-21,104.1,103.3,102.5,105.0,105.4,100.6,101.5,103.4,102.1,102.9,102.7
2021-09-22,104.1,103.3,102.5,105.0,105.4,100.6,101.5,103.4,102.1,102.9,102.7
2021-09-23,104.1,103.3,102.5,105.0,105.4,100.6,101.5,103.4,102.1,102.9,102.7
2021-09-24,104.1,103.3,102.5,105.0,105.4,100.6,101.5,103.4,102.1,102.9,102.7
2021-09-25,104.1,103.3,102.5,105.0,105.4,100.6,101.5,103.4,102.1,102.9,102.7
2021-09-26,104.1,103.3,102.5,105.0,105.4,100.6,101.5,103.4,102.1,102.9,102.7
2021-09-27,104.1,103.3,102.5,105.0,105.4,100.6,101.5,103.4,102.1,102.9,102.7
2021-09-28,104.1,103.3,102.5,105.0,105.4,100.6,101.5,103.4,102.1,102.9,102.7
2021-09-29,104.1,103.3,102.5,105.0,105.4,100.6,101.5,103.4,102.1,102.9,102.7
2021-09-30,104.1,103.3,102.5,105.0,105.4,100.6,101.5,103.4,102.1,102.9,102.7
2021-10-01,104.3,103.9,102.6,105.1,105.2,100.1,100.0,104.2,102.0,103.1,102.5
2021-10-02,104.3,103.9,102.6,105.1,105.2,100.1,100.0,104.2,102.0,103.1,102.5
2021-10-03,104.3,103.9,102.6,105.1,105.2,100.1,100.0,104.2,102.0,103.1,102.5
2021-10-04,104.3,103.9,102.6,105.1,105.2,100.1,100.0,104.2,102.0,103.1,102.5
2021-10-05,104.3,103.9,102.6,105.1,105.2,100.1,100.0,104.2,102.0,103.1,102.5
2021-10-06,104.3,103.9,102.6,105.1,105.2,100.1,100.0,104.2,102.0,103.1,102.5
2021-10-07,104.3,103.9,102.6,105.1,105.2,100.1,100.0,104.2,102.0,103.1,102.5
2021-10-08,104.3,103.9,102.6,105.1,105.2,100.1,100.0,104.2,102.0,103.1,102.5
2021-10-09,104.3,103.9,102.6,105.1,105.2,100.1,100.0,104.2,102.0,103.1,102.5
2021-10-10,104.3,103.9,102.6,105.1,105.2,100.1,100.0,104.2,102.0,103.1,102.5
2021-10-11,104.3,103.9,102.6,105.1,105.2,100.1,100.0,104.2,102.0,103.1,102.5
2021-10-12,104.3,103.9,102.6,105.1,105.2,100.1,100.0,104.2,102.0,103.1,102.5
2021-10-13,104.3,103.9,102.6,105.1,105.2,100.1,100.0,104.2,102.0,103.1,102.5
2021-10-14,104.3,103.9,102.6,105.1,105.2,100.1,100.0,104.2,102.0,103.1,102.5
2021-10-15,104.3,103.9,102.6,105.1,105.2,100.1,100.0,104.2,102.0,103.1,102.5
2021-10-16,104.3,103.9,102.6,105.1,105.2,100.1,100.0,104.2,102.0,103.1,102.5
2021-10-17,104.3,103.9,102.6,105.1,105.2,100.1,100.0,104.2,102.0,103.1,102.5
2021-10-18,104.3,103.9,102.6,105.1,105.2,100.1,100.0,104.2,102.0,103.1,102.5
2021-10-19,104.3,103.9,102.6,105.1,105.2,100.1,100.0,104.2,102.0,103.1,102.5
2021-10-20,104.3,103.9,102.6,105.1,105.2,100.1,100.0,104.2,102.0,103.1,102.5
2021-10-21,104.3,103.9,102.6,105.1,105.2,100.1,100.0,104.2,102.0,103.1,102.5
2021-10-22,104.3,103.9,102.6,105.1,105.2,100.1,100.0,104.2,102.0,103.1,102.5
2021-10-23,104.3,103.9,102.6,105.1,105.2,100.1,100.0,104.2,102.0,103.1,102.5
2021-10-24,104.3,103.9,102.6,105.1,105.2,100.1,100.0,104.2,102.0,103.1,102.5
2021-10-25,104.3,103.9,102.6,105.1,105.2,100.1,100.0,104.2,102.0,103.1,102.5
2021-10-26,104.3,103.9,102.6,105.1,105.2,100.1,100.0,104.2,102.0,103.1,102.5
2021-10-27,104.3,103.9,102.6,105.1,105.2,100.1,100.0,104.2,102.0,103.1,102.5
2021-10-28,104.3,103.9,102.6,105.1,105.2,100.1,100.0,104.2,102.0,103.1,102.5
2021-10-29,104.3,103.9,102.6,105.1,105.2,100.1,100.0,104.2,102.0,103.1,102.5
2021-10-30,104.3,103.9,102.6,105.1,105.2,100.1,100.0,104.2,102.0,103.1,102.5
2021-10-31,104.3,103.9,102.6,105.1,105.2,100.1,100.0,104.2,102.0,103.1,102.5
2021-11-01,104.8,104.2,102.9,105.6,110.6,99.8,102.1,103.6,102.0,103.6,103.0
2021-11-02,104.8,104.2,102.9,105.6,110.6,99.8,102.1,103.6,102.0,103.6,103.0
2021-11-03,104.8,104.2,102.9,105.6,110.6,99.8,102.1,103.6,102.0,103.6,103.0
2021-11-04,104.8,104.2,102.9,105.6,110.6,99.8,102.1,103.6,102.0,103.6,103.0
2021-11-05,104.8,104.2,102.9,105.6,110.6,99.8,102.1,103.6,102.0,103.6,103.0
2021-11-06,104.8,104.2,102.9,105.6,110.6,99.8,102.1,103.6,102.0,103.6,103.0
2021-11-07,104.8,104.2,102.9,105.6,110.6,99.8,102.1,103.6,102.0,103.6,103.0
2021-11-08,104.8,104.2,102.9,105.6,110.6,99.8,102.1,103.6,102.0,103.6,103.0
2021-11-09,104.8,104.2,102.9,105.6,110.6,99.8,102.1,103.6,102.0,103.6,103.0
2021-11-10,104.8,104.2,102.9,105.6,110.6,99.8,102.1,103.6,102.0,103.6,103.0
2021-11-11,104.8,104.2,102.9,105.6,110.6,99.8,102.1,103.6,102.0,103.6,103.0
2021-11-12,104.8,104.2,102.9,105.6,110.6,99.8,102.1,103.6,102.0,103.6,103.0
2021-11-13,104.8,104.2,102.9,105.6,110.6,99.8,102.1,103.6,102.0,103.6,103.0
2021-11-14,104.8,104.2,102.9,105.6,110.6,99.8,102.1,103.6,102.0,103.6,103.0
2021-11-15,104.8,104.2,102.9,105.6,110.6,99.8,102.1,103.6,102.0,103.6,103.0
2021-11-16,104.8,104.2,102.9,105.6,110.6,99.8,102.1,103.6,102.0,103.6,103.0
2021-11-17,104.8,104.2,102.9,105.6,110.6,99.8,102.1,103.6,102.0,103.6,103.0
2021-11-18,104.8,104.2,102.9,105.6,110.6,99.8,102.1,103.6,102.0,103.6,103.0
2021-11-19,104.8,104.2,102.9,105.6,110.6,99.8,102.1,103.6,102.0,103.6,103.0
2021-11-20,104.8,104.2,102.9,105.6,110.6,99.8,102.1,103.6,102.0,103.6,103.0
2021-11-21,104.8,104.2,102.9,105.6,110.6,99.8,102.1,103.6,102.0,103.6,103.0
2021-11-22,104.8,104.2,102.9,105.6,110.6,99.8,102.1,103.6,102.0,103.6,103.0
2021-11-23,104.8,104.2,102.9,105.6,110.6,99.8,102.1,103.6,102.0,103.6,103.0
2021-11-24,104.8,104.2,102.9,105.6,110.6,99.8,102.1,103.6,102.0,103.6,103.0
2021-11-25,104.8,104.2,102.9,105.6,110.6,99.8,102.1,103.6,102.0,103.6,103.0
2021-11-26,104.8,104.2,102.9,105.6,110.6,99.8,102.1,103.6,102.0,103.6,103.0
2021-11-27,104.8,104.2,102.9,105.6,110.6,99.8,102.1,103.6,102.0,103.6,103.0
2021-11-28,104.8,104.2,102.9,105.6,110.6,99.8,102.1,103.6,102.0,103.6,103.0
2021-11-29,104.8,104.2,102.9,105.6,110.6,99.8,102.1,103.6,102.0,103.6,103.0
2021-11-30,104.8,104.2,102.9,105.6,110.6,99.8,102.1,103.6,102.0,103.6,103.0
2021-12-01,105.6,104.6,102.7,106.1,113.6,102.2,105.9,103.9,102.5,103.2,102.8
2021-12-02,105.6,104.6,102.7,106.1,113.6,102.2,105.9,103.9,102.5,103.2,102.8
2021-12-03,105.6,104.6,102.7,106.1,113.6,102.2,105.9,103.9,102.5,103.2,102.8
2021-12-04,105.6,104.6,102.7,106.1,113.6,102.2,105.9,103.9,102.5,103.2,102.8
2021-12-05,105.6,104.6,102.7,106.1,113.6,102.2,105.9,103.9,102.5,103.2,102.8
2021-12-06,105.6,104.6,102.7,106.1,113.6,102.2,105.9,103.9,102.5,103.2,102.8
2021-12-07,105.6,104.6,102.7,106.1,113.6,102.2,105.9,103.9,102.5,103.2,102.8
2021-12-08,105.6,104.6,102.7,106.1,113.6,102.2,105.9,103.9,102.5,103.2,102.8
2021-12-09,105.6,104.6,102.7,106.1,113.6,102.2,105.9,103.9,102.5,103.2,102.8
2021-12-10,105.6,104.6,102.7,106.1,113.6,102.2,105.9,103.9,102.5,103.2,102.8
2021-12-11,105.6,104.6,102.7,106.1,113.6,102.2,105.9,103.9,102.5,103.2,102.8
2021-12-12,105.6,104.6,102.7,106.1,113.6,102.2,105.9,103.9,102.5,103.2,102.8
2021-12-13,105.6,104.6,102.7,106.1,113.6,102.2,105.9,103.9,102.5,103.2,102.8
2021-12-14,105.6,104.6,102.7,106.1,113.6,102.2,105.9,103.9,102.5,103.2,102.8
2021-12-15,105.6,104.6,102.7,106.1,113.6,102.2,105.9,103.9,102.5,103.2,102.8
2021-12-16,105.6,104.6,102.7,106.1,113.6,102.2,105.9,103.9,102.5,103.2,102.8
2021-12-17,105.6,104.6,102.7,106.1,113.6,102.2,105.9,103.9,102.5,103.2,102.8
2021-12-18,105.6,104.6,102.7,106.1,113.6,102.2,105.9,103.9,102.5,103.2,102.8
2021-12-19,105.6,104.6,102.7,106.1,113.6,102.2,105.9,103.9,102.5,103.2,102.8
2021-12-20,105.6,104.6,102.7,106.1,113.6,102.2,105.9,103.9,102.5,103.2,102.8
2021-12-21,105.6,104.6,102.7,106.1,113.6,102.2,105.9,103.9,102.5,103.2,102.8
2021-12-22,105.6,104.6,102.7,106.1,113.6,102.2,105.9,103.9,102.5,103.2,102.8
2021-12-23,105.6,104.6,102.7,106.1,113.6,102.2,105.9,103.9,102.5,103.2,102.8
2021-12-24,105.6,104.6,102.7,106.1,113.6,102.2,105.9,103.9,102.5,103.2,102.8
2021-12-25,105.6,104.6,102.7,106.1,113.6,102.2,105.9,103.9,102.5,103.2,102.8
2021-12-26,105.6,104.6,102.7,106.1,113.6,102.2,105.9,103.9,102.5,103.2,102.8
2021-12-27,105.6,104.6,102.7,106.1,113.6,102.2,105.9,103.9,102.5,103.2,102.8
2021-12-28,105.6,104.6,102.7,106.1,113.6,102.2,105.9,103.9,102.5,103.2,102.8
2021-12-29,105.6,104.6,102.7,106.1,113.6,102.2,105.9,103.9,102.5,103.2,102.8
2021-12-30,105.6,104.6,102.7,106.1,113.6,102.2,105.9,103.9,102.5,103.2,102.8
2021-12-31,105.6,104.6,102.7,106.1,113.6,102.2,105.9,103.9,102.5,103.2,102.8
2022-01-01,106.2,105.2,103.5,107.4,117.9,104.2,113.1,104.6,102.0,104.5,103.8
2022-01-02,106.2,105.2,103.5,107.4,117.9,104.2,113.1,104.6,102.0,104.5,103.8
2022-01-03,106.2,105.2,103.5,107.4,117.9,104.2,113.1,104.6,102.0,104.5,103.8
2022-01-04,106.2,105.2,103.5,107.4,117.9,104.2,113.1,104.6,102.0,104.5,103.8
2022-01-05,106.2,105.2,103.5,107.4,117.9,104.2,113.1,104.6,102.0,104.5,103.8
2022-01-06,106.2,105.2,103.5,107.4,117.9,104.2,113.1,104.6,102.0,104.5,103.8
2022-01-07,106.2,105.2,103.5,107.4,117.9,104.2,113.1,104.6,102.0,104.5,103.8
2022-01-08,106.2,105.2,103.5,107.4,117.9,104.2,113.1,104.6,102.0,104.5,103.8
2022-01-09,106.2,105.2,103.5,107.4,117.9,104.2,113.1,104.6,102.0,104.5,103.8
2022-01-10,106.2,105.2,103.5,107.4,117.9,104.2,113.1,104.6,102.0,104.5,103.8
2022-01-11,106.2,105.2,103.5,107.4,117.9,104.2,113.1,104.6,102.0,104.5,103.8
2022-01-12,106.2,105.2,103.5,107.4,117.9,104.2,113.1,104.6,102.0,104.5,103.8
2022-01-13,106.2,105.2,103.5,107.4,117.9,104.2,113.1,104.6,102.0,104.5,103.8
2022-01-14,106.2,105.2,103.5,107.4,117.9,104.2,113.1,104.6,102.0,104.5,103.8
2022-01-15,106.2,105.2,103.5,107.4,117.9,104.2,113.1,104.6,102.0,104.5,103.8
2022-01-16,106.2,105.2,103.5,107.4,117.9,104.2,113.1,104.6,102.0,104.5,103.8
2022-01-17,106.2,105.2,103.5,107.4,117.9,104.2,113.1,104.6,102.0,104.5,103.8
2022-01-18,106.2,105.2,103.5,107.4,117.9,104.2,113.1,104.6,102.0,104.5,103.8
2022-01-19,106.2,105.2,103.5,107.4,117.9,104.2,113.1,104.6,102.0,104.5,103.8
2022-01-20,106.2,105.2,103.5,107.4,117.9,104.2,113.1,104.6,102.0,104.5,103.8
2022-01-21,106.2,105.2,103.5,107.4,117.9,104.2,113.1,104.6,102.0,104.5,103.8
2022-01-22,106.2,105.2,103.5,107.4,117.9,104.2,113.1,104.6,102.0,104.5,103.8
2022-01-23,106.2,105.2,103.5,107.4,117.9,104.2,113.1,104.6,102.0,104.5,103.8
2022-01-24,106.2,105.2,103.5,107.4,117.9,104.2,113.1,104.6,102.0,104.5,103.8
2022-01-25,106.2,105.2,103.5,107.4,117.9,104.2,113.1,104.6,102.0,104.5,103.8
2022-01-26,106.2,105.2,103.5,107.4,117.9,104.2,113.1,104.6,102.0,104.5,103.8
2022-01-27,106.2,105.2,103.5,107.4,117.9,104.2,113.1,104.6,102.0,104.5,103.8
2022-01-28,106.2,105.2,103.5,107.4,117.9,104.2,113.1,104.6,102.0,104.5,103.8
2022-01-29,106.2,105.2,103.5,107.4,117.9,104.2,113.1,104.6,102.0,104.5,103.8
2022-01-30,106.2,105.2,103.5,107.4,117.9,104.2,113.1,104.6,102.0,104.5,103.8
2022-01-31,106.2,105.2,103.5,107.4,117.9,104.2,113.1,104.6,102.0,104.5,103.8
2022-02-01,107.2,105.3,103.9,108.5,119.2,104.6,118.1,104.8,102.9,104.6,103.3
2022-02-02,107.2,105.3,103.9,108.5,119.2,104.6,118.1,104.8,102.9,104.6,103.3
2022-02-03,107.2,105.3,103.9,108.5,119.2,104.6,118.1,104.8,102.9,104.6,103.3
2022-02-04,107.2,105.3,103.9,108.5,119.2,104.6,118.1,104.8,102.9,104.6,103.3
2022-02-05,107.2,105.3,103.9,108.5,119.2,104.6,118.1,104.8,102.9,104.6,103.3
2022-02-06,107.2,105.3,103.9,108.5,119.2,104.6,118.1,104.8,102.9,104.6,103.3
2022-02-07,107.2,105.3,103.9,108.5,119.2,104.6,118.1,104.8,102.9,104.6,103.3
2022-02-08,107.2,105.3,103.9,108.5,119.2,104.6,118.1,104.8,102.9,104.6,103.3
2022-02-09,107.2,105.3,103.9,108.5,119.2,104.6,118.1,104.8,102.9,104.6,103.3
2022-02-10,107.2,105.3,103.9,108.5,119.2,104.6,118.1,104.8,102.9,104.6,103.3
2022-02-11,107.2,105.3,103.9,108.5,119.2,104.6,118.1,104.8,102.9,104.6,103.3
2022-02-12,107.2,105.3,103.9,108.5,119.2,104.6,118.1,104.8,102.9,104.6,103.3
2022-02-13,107.2,105.3,103.9,108.5,119.2,104.6,118.1,104.8,102.9,104.6,103.3
2022-02-14,107.2,105.3,103.9,108.5,119.2,104.6,118.1,104.8,102.9,104.6,103.3
2022-02-15,107.2,105.3,103.9,108.5,119.2,104.6,118.1,104.8,102.9,104.6,103.3
2022-02-16,107.2,105.3,103.9,108.5,119.2,104.6,118.1,104.8,102.9,104.6,103.3
2022-02-17,107.2,105.3,103.9,108.5,119.2,104.6,118.1,104.8,102.9,104.6,103.3
2022-02-18,107.2,105.3,103.9,108.5,119.2,104.6,118.1,104.8,102.9,104.6,103.3
2022-02-19,107.2,105.3,103.9,108.5,119.2,104.6,118.1,104.8,102.9,104.6,103.3
2022-02-20,107.2,105.3,103.9,108.5,119.2,104.6,118.1,104.8,102.9,104.6,103.3
2022-02-21,107.2,105.3,103.9,108.5,119.2,104.6,118.1,104.8,102.9,104.6,103.3
2022-02-22,107.2,105.3,103.9,108.5,119.2,104.6,118.1,104.8,102.9,104.6,103.3
2022-02-23,107.2,105.3,103.9,108.5,119.2,104.6,118.1,104.8,102.9,104.6,103.3
2022-02-24,107.2,105.3,103.9,108.5,119.2,104.6,118.1,104.8,102.9,104.6,103.3
2022-02-25,107.2,105.3,103.9,108.5,119.2,104.6,118.1,104.8,102.9,104.6,103.3
2022-02-26,107.2,105.3,103.9,108.5,119.2,104.6,118.1,104.8,102.9,104.6,103.3
2022-02-27,107.2,105.3,103.9,108.5,119.2,104.6,118.1,104.8,102.9,104.6,103.3
2022-02-28,107.2,105.3,103.9,108.5,119.2,104.6,118.1,104.8,102.9,104.6,103.3
2022-03-01,108.5,106.7,105.2,109.5,120.5,105.1,118.6,105.3,103.3,105.3,103.8
2022-03-02,108.5,106.7,105.2,109.5,120.5,105.1,118.6,105.3,103.3,105.3,103.8
2022-03-03,108.5,106.7,105.2,109.5,120.5,105.1,118.6,105.3,103.3,105.3,103.8
2022-03-04,108.5,106.7,105.2,109.5,120.5,105.1,118.6,105.3,103.3,105.3,103.8
2022-03-05,108.5,106.7,105.2,109.5,120.5,105.1,118.6,105.3,103.3,105.3,103.8
2022-03-06,108.5,106.7,105.2,109.5,120.5,105.1,118.6,105.3,103.3,105.3,103.8
2022-03-07,108.5,106.7,105.2,109.5,120.5,105.1,118.6,105.3,103.3,105.3,103.8
2022-03-08,108.5,106.7,105.2,109.5,120.5,105.1,118.6,105.3,103.3,105.3,103.8
2022-03-09,108.5,106.7,105.2,109.5,120.5,105.1,118.6,105.3,103.3,105.3,103.8
2022-03-10,108.5,106.7,105.2,109.5,120.5,105.1,118.6,105.3,103.3,105.3,103.8
2022-03-11,108.5,106.7,105.2,109.5,120.5,105.1,118.6,105.3,103.3,105.3,103.8
2022-03-12,108.5,106.7,105.2,109.5,120.5,105.1,118.6,105.3,103.3,105.3,103.8
2022-03-13,108.5,106.7,105.2,109.5,120.5,105.1,118.6,105.3,103.3,105.3,103.8
2022-03-14,108.5,106.7,105.2,109.5,120.5,105.1,118.6,105.3,103.3,105.3,103.8
2022-03-15,108.5,106.7,105.2,109.5,120.5,105.1,118.6,105.3,103.3,105.3,103.8
2022-03-16,108.5,106.7,105.2,109.5,120.5,105.1,118.6,105.3,103.3,105.3,103.8
