Datum,   Brot,Fleisch,    Fisch,    Molkerei-Eier,    Speisefette-öle,    Obst,    Gemüse,"    Zucker, Marmelade, Honig",    Fertigerichte,  Kaffee-Tee,    Wasser-Saft
2020-09-19,99.2,99.5,99.3,99.4,98.5,98.9,93.0,99.2,98.7,98.8,99.0
2020-09-20,99.2,99.5,99.3,99.4,98.5,98.9,93.0,99.2,98.7,98.8,99.0
2020-09-21,99.2,99.5,99.3,99.4,98.5,98.9,93.0,99.2,98.7,98.8,99.0
2020-09-22,99.2,99.5,99.3,99.4,98.5,98.9,93.0,99.2,98.7,98.8,99.0
2020-09-23,99.2,99.5,99.3,99.4,98.5,98.9,93.0,99.2,98.7,98.8,99.0
2020-09-24,99.2,99.5,99.3,99.4,98.5,98.9,93.0,99.2,98.7,98.8,99.0
2020-09-25,99.2,99.5,99.3,99.4,98.5,98.9,93.0,99.2,98.7,98.8,99.0
2020-09-26,99.2,99.5,99.3,99.4,98.5,98.9,93.0,99.2,98.7,98.8,99.0
2020-09-27,99.2,99.5,99.3,99.4,98.5,98.9,93.0,99.2,98.7,98.8,99.0
2020-09-28,99.2,99.5,99.3,99.4,98.5,98.9,93.0,99.2,98.7,98.8,99.0
2020-09-29,99.2,99.5,99.3,99.4,98.5,98.9,93.0,99.2,98.7,98.8,99.0
2020-09-30,99.2,99.5,99.3,99.4,98.5,98.9,93.0,99.2,98.7,98.8,99.0
2020-10-01,99.0,99.6,98.9,99.3,97.4,98.6,96.2,99.6,99.0,99.3,99.1
2020-10-02,99.0,99.6,98.9,99.3,97.4,98.6,96.2,99.6,99.0,99.3,99.1
2020-10-03,99.0,99.6,98.9,99.3,97.4,98.6,96.2,99.6,99.0,99.3,99.1
2020-10-04,99.0,99.6,98.9,99.3,97.4,98.6,96.2,99.6,99.0,99.3,99.1
2020-10-05,99.0,99.6,98.9,99.3,97.4,98.6,96.2,99.6,99.0,99.3,99.1
2020-10-06,99.0,99.6,98.9,99.3,97.4,98.6,96.2,99.6,99.0,99.3,99.1
2020-10-07,99.0,99.6,98.9,99.3,97.4,98.6,96.2,99.6,99.0,99.3,99.1
2020-10-08,99.0,99.6,98.9,99.3,97.4,98.6,96.2,99.6,99.0,99.3,99.1
2020-10-09,99.0,99.6,98.9,99.3,97.4,98.6,96.2,99.6,99.0,99.3,99.1
2020-10-10,99.0,99.6,98.9,99.3,97.4,98.6,96.2,99.6,99.0,99.3,99.1
2020-10-11,99.0,99.6,98.9,99.3,97.4,98.6,96.2,99.6,99.0,99.3,99.1
2020-10-12,99.0,99.6,98.9,99.3,97.4,98.6,96.2,99.6,99.0,99.3,99.1
2020-10-13,99.0,99.6,98.9,99.3,97.4,98.6,96.2,99.6,99.0,99.3,99.1
2020-10-14,99.0,99.6,98.9,99.3,97.4,98.6,96.2,99.6,99.0,99.3,99.1
2020-10-15,99.0,99.6,98.9,99.3,97.4,98.6,96.2,99.6,99.0,99.3,99.1
2020-10-16,99.0,99.6,98.9,99.3,97.4,98.6,96.2,99.6,99.0,99.3,99.1
2020-10-17,99.0,99.6,98.9,99.3,97.4,98.6,96.2,99.6,99.0,99.3,99.1
2020-10-18,99.0,99.6,98.9,99.3,97.4,98.6,96.2,99.6,99.0,99.3,99.1
2020-10-19,99.0,99.6,98.9,99.3,97.4,98.6,96.2,99.6,99.0,99.3,99.1
2020-10-20,99.0,99.6,98.9,99.3,97.4,98.6,96.2,99.6,99.0,99.3,99.1
2020-10-21,99.0,99.6,98.9,99.3,97.4,98.6,96.2,99.6,99.0,99.3,99.1
2020-10-22,99.0,99.6,98.9,99.3,97.4,98.6,96.2,99.6,99.0,99.3,99.1
2020-10-23,99.0,99.6,98.9,99.3,97.4,98.6,96.2,99.6,99.0,99.3,99.1
2020-10-24,99.0,99.6,98.9,99.3,97.4,98.6,96.2,99.6,99.0,99.3,99.1
2020-10-25,99.0,99.6,98.9,99.3,97.4,98.6,96.2,99.6,99.0,99.3,99.1
2020-10-26,99.0,99.6,98.9,99.3,97.4,98.6,96.2,99.6,99.0,99.3,99.1
2020-10-27,99.0,99.6,98.9,99.3,97.4,98.6,96.2,99.6,99.0,99.3,99.1
2020-10-28,99.0,99.6,98.9,99.3,97.4,98.6,96.2,99.6,99.0,99.3,99.1
2020-10-29,99.0,99.6,98.9,99.3,97.4,98.6,96.2,99.6,99.0,99.3,99.1
2020-10-30,99.0,99.6,98.9,99.3,97.4,98.6,96.2,99.6,99.0,99.3,99.1
2020-10-31,99.0,99.6,98.9,99.3,97.4,98.6,96.2,99.6,99.0,99.3,99.1
2020-11-01,99.4,99.7,99.0,99.4,98.8,98.3,99.8,99.9,99.2,99.0,98.7
2020-11-02,99.4,99.7,99.0,99.4,98.8,98.3,99.8,99.9,99.2,99.0,98.7
2020-11-03,99.4,99.7,99.0,99.4,98.8,98.3,99.8,99.9,99.2,99.0,98.7
2020-11-04,99.4,99.7,99.0,99.4,98.8,98.3,99.8,99.9,99.2,99.0,98.7
2020-11-05,99.4,99.7,99.0,99.4,98.8,98.3,99.8,99.9,99.2,99.0,98.7
2020-11-06,99.4,99.7,99.0,99.4,98.8,98.3,99.8,99.9,99.2,99.0,98.7
2020-11-07,99.4,99.7,99.0,99.4,98.8,98.3,99.8,99.9,99.2,99.0,98.7
2020-11-08,99.4,99.7,99.0,99.4,98.8,98.3,99.8,99.9,99.2,99.0,98.7
2020-11-09,99.4,99.7,99.0,99.4,98.8,98.3,99.8,99.9,99.2,99.0,98.7
2020-11-10,99.4,99.7,99.0,99.4,98.8,98.3,99.8,99.9,99.2,99.0,98.7
2020-11-11,99.4,99.7,99.0,99.4,98.8,98.3,99.8,99.9,99.2,99.0,98.7
2020-11-12,99.4,99.7,99.0,99.4,98.8,98.3,99.8,99.9,99.2,99.0,98.7
2020-11-13,99.4,99.7,99.0,99.4,98.8,98.3,99.8,99.9,99.2,99.0,98.7
2020-11-14,99.4,99.7,99.0,99.4,98.8,98.3,99.8,99.9,99.2,99.0,98.7
2020-11-15,99.4,99.7,99.0,99.4,98.8,98.3,99.8,99.9,99.2,99.0,98.7
2020-11-16,99.4,99.7,99.0,99.4,98.8,98.3,99.8,99.9,99.2,99.0,98.7
2020-11-17,99.4,99.7,99.0,99.4,98.8,98.3,99.8,99.9,99.2,99.0,98.7
2020-11-18,99.4,99.7,99.0,99.4,98.8,98.3,99.8,99.9,99.2,99.0,98.7
2020-11-19,99.4,99.7,99.0,99.4,98.8,98.3,99.8,99.9,99.2,99.0,98.7
2020-11-20,99.4,99.7,99.0,99.4,98.8,98.3,99.8,99.9,99.2,99.0,98.7
2020-11-21,99.4,99.7,99.0,99.4,98.8,98.3,99.8,99.9,99.2,99.0,98.7
2020-11-22,99.4,99.7,99.0,99.4,98.8,98.3,99.8,99.9,99.2,99.0,98.7
2020-11-23,99.4,99.7,99.0,99.4,98.8,98.3,99.8,99.9,99.2,99.0,98.7
2020-11-24,99.4,99.7,99.0,99.4,98.8,98.3,99.8,99.9,99.2,99.0,98.7
2020-11-25,99.4,99.7,99.0,99.4,98.8,98.3,99.8,99.9,99.2,99.0,98.7
2020-11-26,99.4,99.7,99.0,99.4,98.8,98.3,99.8,99.9,99.2,99.0,98.7
2020-11-27,99.4,99.7,99.0,99.4,98.8,98.3,99.8,99.9,99.2,99.0,98.7
2020-11-28,99.4,99.7,99.0,99.4,98.8,98.3,99.8,99.9,99.2,99.0,98.7
2020-11-29,99.4,99.7,99.0,99.4,98.8,98.3,99.8,99.9,99.2,99.0,98.7
2020-11-30,99.4,99.7,99.0,99.4,98.8,98.3,99.8,99.9,99.2,99.0,98.7
2020-12-01,99.5,99.5,99.2,99.3,98.2,99.5,96.4,99.7,99.0,98.4,98.5
2020-12-02,99.5,99.5,99.2,99.3,98.2,99.5,96.4,99.7,99.0,98.4,98.5
2020-12-03,99.5,99.5,99.2,99.3,98.2,99.5,96.4,99.7,99.0,98.4,98.5
2020-12-04,99.5,99.5,99.2,99.3,98.2,99.5,96.4,99.7,99.0,98.4,98.5
2020-12-05,99.5,99.5,99.2,99.3,98.2,99.5,96.4,99.7,99.0,98.4,98.5
2020-12-06,99.5,99.5,99.2,99.3,98.2,99.5,96.4,99.7,99.0,98.4,98.5
2020-12-07,99.5,99.5,99.2,99.3,98.2,99.5,96.4,99.7,99.0,98.4,98.5
2020-12-08,99.5,99.5,99.2,99.3,98.2,99.5,96.4,99.7,99.0,98.4,98.5
2020-12-09,99.5,99.5,99.2,99.3,98.2,99.5,96.4,99.7,99.0,98.4,98.5
2020-12-10,99.5,99.5,99.2,99.3,98.2,99.5,96.4,99.7,99.0,98.4,98.5
2020-12-11,99.5,99.5,99.2,99.3,98.2,99.5,96.4,99.7,99.0,98.4,98.5
2020-12-12,99.5,99.5,99.2,99.3,98.2,99.5,96.4,99.7,99.0,98.4,98.5
2020-12-13,99.5,99.5,99.2,99.3,98.2,99.5,96.4,99.7,99.0,98.4,98.5
2020-12-14,99.5,99.5,99.2,99.3,98.2,99.5,96.4,99.7,99.0,98.4,98.5
2020-12-15,99.5,99.5,99.2,99.3,98.2,99.5,96.4,99.7,99.0,98.4,98.5
2020-12-16,99.5,99.5,99.2,99.3,98.2,99.5,96.4,99.7,99.0,98.4,98.5
2020-12-17,99.5,99.5,99.2,99.3,98.2,99.5,96.4,99.7,99.0,98.4,98.5
2020-12-18,99.5,99.5,99.2,99.3,98.2,99.5,96.4,99.7,99.0,98.4,98.5
2020-12-19,99.5,99.5,99.2,99.3,98.2,99.5,96.4,99.7,99.0,98.4,98.5
2020-12-20,99.5,99.5,99.2,99.3,98.2,99.5,96.4,99.7,99.0,98.4,98.5
2020-12-21,99.5,99.5,99.2,99.3,98.2,99.5,96.4,99.7,99.0,98.4,98.5
2020-12-22,99.5,99.5,99.2,99.3,98.2,99.5,96.4,99.7,99.0,98.4,98.5
2020-12-23,99.5,99.5,99.2,99.3,98.2,99.5,96.4,99.7,99.0,98.4,98.5
2020-12-24,99.5,99.5,99.2,99.3,98.2,99.5,96.4,99.7,99.0,98.4,98.5
2020-12-25,99.5,99.5,99.2,99.3,98.2,99.5,96.4,99.7,99.0,98.4,98.5
2020-12-26,99.5,99.5,99.2,99.3,98.2,99.5,96.4,99.7,99.0,98.4,98.5
2020-12-27,99.5,99.5,99.2,99.3,98.2,99.5,96.4,99.7,99.0,98.4,98.5
2020-12-28,99.5,99.5,99.2,99.3,98.2,99.5,96.4,99.7,99.0,98.4,98.5
2020-12-29,99.5,99.5,99.2,99.3,98.2,99.5,96.4,99.7,99.0,98.4,98.5
2020-12-30,99.5,99.5,99.2,99.3,98.2,99.5,96.4,99.7,99.0,98.4,98.5
2020-12-31,99.5,99.5,99.2,99.3,98.2,99.5,96.4,99.7,99.0,98.4,98.5
2021-01-01,101.2,101.0,100.9,101.4,100.6,100.9,104.2,101.2,100.4,101.2,101.1
2021-01-02,101.2,101.0,100.9,101.4,100.6,100.9,104.2,101.2,100.4,101.2,101.1
2021-01-03,101.2,101.0,100.9,101.4,100.6,100.9,104.2,101.2,100.4,101.2,101.1
2021-01-04,101.2,101.0,100.9,101.4,100.6,100.9,104.2,101.2,100.4,101.2,101.1
2021-01-05,101.2,101.0,100.9,101.4,100.6,100.9,104.2,101.2,100.4,101.2,101.1
2021-01-06,101.2,101.0,100.9,101.4,100.6,100.9,104.2,101.2,100.4,101.2,101.1
2021-01-07,101.2,101.0,100.9,101.4,100.6,100.9,104.2,101.2,100.4,101.2,101.1
2021-01-08,101.2,101.0,100.9,101.4,100.6,100.9,104.2,101.2,100.4,101.2,101.1
2021-01-09,101.2,101.0,100.9,101.4,100.6,100.9,104.2,101.2,100.4,101.2,101.1
2021-01-10,101.2,101.0,100.9,101.4,100.6,100.9,104.2,101.2,100.4,101.2,101.1
2021-01-11,101.2,101.0,100.9,101.4,100.6,100.9,104.2,101.2,100.4,101.2,101.1
2021-01-12,101.2,101.0,100.9,101.4,100.6,100.9,104.2,101.2,100.4,101.2,101.1
2021-01-13,101.2,101.0,100.9,101.4,100.6,100.9,104.2,101.2,100.4,101.2,101.1
2021-01-14,101.2,101.0,100.9,101.4,100.6,100.9,104.2,101.2,100.4,101.2,101.1
2021-01-15,101.2,101.0,100.9,101.4,100.6,100.9,104.2,101.2,100.4,101.2,101.1
2021-01-16,101.2,101.0,100.9,101.4,100.6,100.9,104.2,101.2,100.4,101.2,101.1
2021-01-17,101.2,101.0,100.9,101.4,100.6,100.9,104.2,101.2,100.4,101.2,101.1
2021-01-18,101.2,101.0,100.9,101.4,100.6,100.9,104.2,101.2,100.4,101.2,101.1
2021-01-19,101.2,101.0,100.9,101.4,100.6,100.9,104.2,101.2,100.4,101.2,101.1
2021-01-20,101.2,101.0,100.9,101.4,100.6,100.9,104.2,101.2,100.4,101.2,101.1
2021-01-21,101.2,101.0,100.9,101.4,100.6,100.9,104.2,101.2,100.4,101.2,101.1
2021-01-22,101.2,101.0,100.9,101.4,100.6,100.9,104.2,101.2,100.4,101.2,101.1
2021-01-23,101.2,101.0,100.9,101.4,100.6,100.9,104.2,101.2,100.4,101.2,101.1
2021-01-24,101.2,101.0,100.9,101.4,100.6,100.9,104.2,101.2,100.4,101.2,101.1
2021-01-25,101.2,101.0,100.9,101.4,100.6,100.9,104.2,101.2,100.4,101.2,101.1
2021-01-26,101.2,101.0,100.9,101.4,100.6,100.9,104.2,101.2,100.4,101.2,101.1
2021-01-27,101.2,101.0,100.9,101.4,100.6,100.9,104.2,101.2,100.4,101.2,101.1
2021-01-28,101.2,101.0,100.9,101.4,100.6,100.9,104.2,101.2,100.4,101.2,101.1
2021-01-29,101.2,101.0,100.9,101.4,100.6,100.9,104.2,101.2,100.4,101.2,101.1
2021-01-30,101.2,101.0,100.9,101.4,100.6,100.9,104.2,101.2,100.4,101.2,101.1
2021-01-31,101.2,101.0,100.9,101.4,100.6,100.9,104.2,101.2,100.4,101.2,101.1
2021-02-01,102.0,101.3,100.9,102.2,99.8,102.2,107.1,103.3,101.3,101.8,101.7
2021-02-02,102.0,101.3,100.9,102.2,99.8,102.2,107.1,103.3,101.3,101.8,101.7
2021-02-03,102.0,101.3,100.9,102.2,99.8,102.2,107.1,103.3,101.3,101.8,101.7
2021-02-04,102.0,101.3,100.9,102.2,99.8,102.2,107.1,103.3,101.3,101.8,101.7
2021-02-05,102.0,101.3,100.9,102.2,99.8,102.2,107.1,103.3,101.3,101.8,101.7
2021-02-06,102.0,101.3,100.9,102.2,99.8,102.2,107.1,103.3,101.3,101.8,101.7
2021-02-07,102.0,101.3,100.9,102.2,99.8,102.2,107.1,103.3,101.3,101.8,101.7
2021-02-08,102.0,101.3,100.9,102.2,99.8,102.2,107.1,103.3,101.3,101.8,101.7
2021-02-09,102.0,101.3,100.9,102.2,99.8,102.2,107.1,103.3,101.3,101.8,101.7
2021-02-10,102.0,101.3,100.9,102.2,99.8,102.2,107.1,103.3,101.3,101.8,101.7
2021-02-11,102.0,101.3,100.9,102.2,99.8,102.2,107.1,103.3,101.3,101.8,101.7
2021-02-12,102.0,101.3,100.9,102.2,99.8,102.2,107.1,103.3,101.3,101.8,101.7
2021-02-13,102.0,101.3,100.9,102.2,99.8,102.2,107.1,103.3,101.3,101.8,101.7
2021-02-14,102.0,101.3,100.9,102.2,99.8,102.2,107.1,103.3,101.3,101.8,101.7
2021-02-15,102.0,101.3,100.9,102.2,99.8,102.2,107.1,103.3,101.3,101.8,101.7
2021-02-16,102.0,101.3,100.9,102.2,99.8,102.2,107.1,103.3,101.3,101.8,101.7
2021-02-17,102.0,101.3,100.9,102.2,99.8,102.2,107.1,103.3,101.3,101.8,101.7
2021-02-18,102.0,101.3,100.9,102.2,99.8,102.2,107.1,103.3,101.3,101.8,101.7
2021-02-19,102.0,101.3,100.9,102.2,99.8,102.2,107.1,103.3,101.3,101.8,101.7
2021-02-20,102.0,101.3,100.9,102.2,99.8,102.2,107.1,103.3,101.3,101.8,101.7
2021-02-21,102.0,101.3,100.9,102.2,99.8,102.2,107.1,103.3,101.3,101.8,101.7
2021-02-22,102.0,101.3,100.9,102.2,99.8,102.2,107.1,103.3,101.3,101.8,101.7
2021-02-23,102.0,101.3,100.9,102.2,99.8,102.2,107.1,103.3,101.3,101.8,101.7
2021-02-24,102.0,101.3,100.9,102.2,99.8,102.2,107.1,103.3,101.3,101.8,101.7
2021-02-25,102.0,101.3,100.9,102.2,99.8,102.2,107.1,103.3,101.3,101.8,101.7
2021-02-26,102.0,101.3,100.9,102.2,99.8,102.2,107.1,103.3,101.3,101.8,101.7
2021-02-27,102.0,101.3,100.9,102.2,99.8,102.2,107.1,103.3,101.3,101.8,101.7
2021-02-28,102.0,101.3,100.9,102.2,99.8,102.2,107.1,103.3,101.3,101.8,101.7
2021-03-01,102.3,101.7,101.3,102.2,102.1,102.7,104.7,103.3,101.5,102.3,102.6
2021-03-02,102.3,101.7,101.3,102.2,102.1,102.7,104.7,103.3,101.5,102.3,102.6
2021-03-03,102.3,101.7,101.3,102.2,102.1,102.7,104.7,103.3,101.5,102.3,102.6
2021-03-04,102.3,101.7,101.3,102.2,102.1,102.7,104.7,103.3,101.5,102.3,102.6
2021-03-05,102.3,101.7,101.3,102.2,102.1,102.7,104.7,103.3,101.5,102.3,102.6
2021-03-06,102.3,101.7,101.3,102.2,102.1,102.7,104.7,103.3,101.5,102.3,102.6
2021-03-07,102.3,101.7,101.3,102.2,102.1,102.7,104.7,103.3,101.5,102.3,102.6
2021-03-08,102.3,101.7,101.3,102.2,102.1,102.7,104.7,103.3,101.5,102.3,102.6
2021-03-09,102.3,101.7,101.3,102.2,102.1,102.7,104.7,103.3,101.5,102.3,102.6
2021-03-10,102.3,101.7,101.3,102.2,102.1,102.7,104.7,103.3,101.5,102.3,102.6
2021-03-11,102.3,101.7,101.3,102.2,102.1,102.7,104.7,103.3,101.5,102.3,102.6
2021-03-12,102.3,101.7,101.3,102.2,102.1,102.7,104.7,103.3,101.5,102.3,102.6
2021-03-13,102.3,101.7,101.3,102.2,102.1,102.7,104.7,103.3,101.5,102.3,102.6
2021-03-14,102.3,101.7,101.3,102.2,102.1,102.7,104.7,103.3,101.5,102.3,102.6
2021-03-15,102.3,101.7,101.3,102.2,102.1,102.7,104.7,103.3,101.5,102.3,102.6
2021-03-16,102.3,101.7,101.3,102.2,102.1,102.7,104.7,103.3,101.5,102.3,102.6
2021-03-17,102.3,101.7,101.3,102.2,102.1,102.7,104.7,103.3,101.5,102.3,102.6
2021-03-18,102.3,101.7,101.3,102.2,102.1,102.7,104.7,103.3,101.5,102.3,102.6
2021-03-19,102.3,101.7,101.3,102.2,102.1,102.7,104.7,103.3,101.5,102.3,102.6
2021-03-20,102.3,101.7,101.3,102.2,102.1,102.7,104.7,103.3,101.5,102.3,102.6
2021-03-21,102.3,101.7,101.3,102.2,102.1,102.7,104.7,103.3,101.5,102.3,102.6
2021-03-22,102.3,101.7,101.3,102.2,102.1,102.7,104.7,103.3,101.5,102.3,102.6
2021-03-23,102.3,101.7,101.3,102.2,102.1,102.7,104.7,103.3,101.5,102.3,102.6
2021-03-24,102.3,101.7,101.3,102.2,102.1,102.7,104.7,103.3,101.5,102.3,102.6
2021-03-25,102.3,101.7,101.3,102.2,102.1,102.7,104.7,103.3,101.5,102.3,102.6
2021-03-26,102.3,101.7,101.3,102.2,102.1,102.7,104.7,103.3,101.5,102.3,102.6
2021-03-27,102.3,101.7,101.3,102.2,102.1,102.7,104.7,103.3,101.5,102.3,102.6
2021-03-28,102.3,101.7,101.3,102.2,102.1,102.7,104.7,103.3,101.5,102.3,102.6
2021-03-29,102.3,101.7,101.3,102.2,102.1,102.7,104.7,103.3,101.5,102.3,102.6
2021-03-30,102.3,101.7,101.3,102.2,102.1,102.7,104.7,103.3,101.5,102.3,102.6
2021-03-31,102.3,101.7,101.3,102.2,102.1,102.7,104.7,103.3,101.5,102.3,102.6
2021-04-01,102.5,102.4,101.6,102.6,103.6,102.8,112.5,103.7,101.7,103.3,103.4
2021-04-02,102.5,102.4,101.6,102.6,103.6,102.8,112.5,103.7,101.7,103.3,103.4
2021-04-03,102.5,102.4,101.6,102.6,103.6,102.8,112.5,103.7,101.7,103.3,103.4
2021-04-04,102.5,102.4,101.6,102.6,103.6,102.8,112.5,103.7,101.7,103.3,103.4
2021-04-05,102.5,102.4,101.6,102.6,103.6,102.8,112.5,103.7,101.7,103.3,103.4
2021-04-06,102.5,102.4,101.6,102.6,103.6,102.8,112.5,103.7,101.7,103.3,103.4
2021-04-07,102.5,102.4,101.6,102.6,103.6,102.8,112.5,103.7,101.7,103.3,103.4
2021-04-08,102.5,102.4,101.6,102.6,103.6,102.8,112.5,103.7,101.7,103.3,103.4
2021-04-09,102.5,102.4,101.6,102.6,103.6,102.8,112.5,103.7,101.7,103.3,103.4
2021-04-10,102.5,102.4,101.6,102.6,103.6,102.8,112.5,103.7,101.7,103.3,103.4
2021-04-11,102.5,102.4,101.6,102.6,103.6,102.8,112.5,103.7,101.7,103.3,103.4
2021-04-12,102.5,102.4,101.6,102.6,103.6,102.8,112.5,103.7,101.7,103.3,103.4
2021-04-13,102.5,102.4,101.6,102.6,103.6,102.8,112.5,103.7,101.7,103.3,103.4
2021-04-14,102.5,102.4,101.6,102.6,103.6,102.8,112.5,103.7,101.7,103.3,103.4
2021-04-15,102.5,102.4,101.6,102.6,103.6,102.8,112.5,103.7,101.7,103.3,103.4
2021-04-16,102.5,102.4,101.6,102.6,103.6,102.8,112.5,103.7,101.7,103.3,103.4
2021-04-17,102.5,102.4,101.6,102.6,103.6,102.8,112.5,103.7,101.7,103.3,103.4
2021-04-18,102.5,102.4,101.6,102.6,103.6,102.8,112.5,103.7,101.7,103.3,103.4
2021-04-19,102.5,102.4,101.6,102.6,103.6,102.8,112.5,103.7,101.7,103.3,103.4
2021-04-20,102.5,102.4,101.6,102.6,103.6,102.8,112.5,103.7,101.7,103.3,103.4
2021-04-21,102.5,102.4,101.6,102.6,103.6,102.8,112.5,103.7,101.7,103.3,103.4
2021-04-22,102.5,102.4,101.6,102.6,103.6,102.8,112.5,103.7,101.7,103.3,103.4
2021-04-23,102.5,102.4,101.6,102.6,103.6,102.8,112.5,103.7,101.7,103.3,103.4
2021-04-24,102.5,102.4,101.6,102.6,103.6,102.8,112.5,103.7,101.7,103.3,103.4
2021-04-25,102.5,102.4,101.6,102.6,103.6,102.8,112.5,103.7,101.7,103.3,103.4
2021-04-26,102.5,102.4,101.6,102.6,103.6,102.8,112.5,103.7,101.7,103.3,103.4
2021-04-27,102.5,102.4,101.6,102.6,103.6,102.8,112.5,103.7,101.7,103.3,103.4
2021-04-28,102.5,102.4,101.6,102.6,103.6,102.8,112.5,103.7,101.7,103.3,103.4
2021-04-29,102.5,102.4,101.6,102.6,103.6,102.8,112.5,103.7,101.7,103.3,103.4
2021-04-30,102.5,102.4,101.6,102.6,103.6,102.8,112.5,103.7,101.7,103.3,103.4
2021-05-01,102.8,102.4,101.5,103.2,104.7,103.2,106.4,102.9,101.3,102.8,102.9
2021-05-02,102.8,102.4,101.5,103.2,104.7,103.2,106.4,102.9,101.3,102.8,102.9
2021-05-03,102.8,102.4,101.5,103.2,104.7,103.2,106.4,102.9,101.3,102.8,102.9
2021-05-04,102.8,102.4,101.5,103.2,104.7,103.2,106.4,102.9,101.3,102.8,102.9
2021-05-05,102.8,102.4,101.5,103.2,104.7,103.2,106.4,102.9,101.3,102.8,102.9
2021-05-06,102.8,102.4,101.5,103.2,104.7,103.2,106.4,102.9,101.3,102.8,102.9
2021-05-07,102.8,102.4,101.5,103.2,104.7,103.2,106.4,102.9,101.3,102.8,102.9
2021-05-08,102.8,102.4,101.5,103.2,104.7,103.2,106.4,102.9,101.3,102.8,102.9
2021-05-09,102.8,102.4,101.5,103.2,104.7,103.2,106.4,102.9,101.3,102.8,102.9
2021-05-10,102.8,102.4,101.5,103.2,104.7,103.2,106.4,102.9,101.3,102.8,102.9
2021-05-11,102.8,102.4,101.5,103.2,104.7,103.2,106.4,102.9,101.3,102.8,102.9
2021-05-12,102.8,102.4,101.5,103.2,104.7,103.2,106.4,102.9,101.3,102.8,102.9
2021-05-13,102.8,102.4,101.5,103.2,104.7,103.2,106.4,102.9,101.3,102.8,102.9
2021-05-14,102.8,102.4,101.5,103.2,104.7,103.2,106.4,102.9,101.3,102.8,102.9
2021-05-15,102.8,102.4,101.5,103.2,104.7,103.2,106.4,102.9,101.3,102.8,102.9
2021-05-16,102.8,102.4,101.5,103.2,104.7,103.2,106.4,102.9,101.3,102.8,102.9
2021-05-17,102.8,102.4,101.5,103.2,104.7,103.2,106.4,102.9,101.3,102.8,102.9
2021-05-18,102.8,102.4,101.5,103.2,104.7,103.2,106.4,102.9,101.3,102.8,102.9
2021-05-19,102.8,102.4,101.5,103.2,104.7,103.2,106.4,102.9,101.3,102.8,102.9
2021-05-20,102.8,102.4,101.5,103.2,104.7,103.2,106.4,102.9,101.3,102.8,102.9
2021-05-21,102.8,102.4,101.5,103.2,104.7,103.2,106.4,102.9,101.3,102.8,102.9
2021-05-22,102.8,102.4,101.5,103.2,104.7,103.2,106.4,102.9,101.3,102.8,102.9
2021-05-23,102.8,102.4,101.5,103.2,104.7,103.2,106.4,102.9,101.3,102.8,102.9
2021-05-24,102.8,102.4,101.5,103.2,104.7,103.2,106.4,102.9,101.3,102.8,102.9
2021-05-25,102.8,102.4,101.5,103.2,104.7,103.2,106.4,102.9,101.3,102.8,102.9
2021-05-26,102.8,102.4,101.5,103.2,104.7,103.2,106.4,102.9,101.3,102.8,102.9
2021-05-27,102.8,102.4,101.5,103.2,104.7,103.2,106.4,102.9,101.3,102.8,102.9
2021-05-28,102.8,102.4,101.5,103.2,104.7,103.2,106.4,102.9,101.3,102.8,102.9
2021-05-29,102.8,102.4,101.5,103.2,104.7,103.2,106.4,102.9,101.3,102.8,102.9
2021-05-30,102.8,102.4,101.5,103.2,104.7,103.2,106.4,102.9,101.3,102.8,102.9
2021-05-31,102.8,102.4,101.5,103.2,104.7,103.2,106.4,102.9,101.3,102.8,102.9
2021-06-01,102.9,102.1,102.0,104.0,105.8,102.3,101.3,103.4,102.0,102.8,102.9
2021-06-02,102.9,102.1,102.0,104.0,105.8,102.3,101.3,103.4,102.0,102.8,102.9
2021-06-03,102.9,102.1,102.0,104.0,105.8,102.3,101.3,103.4,102.0,102.8,102.9
2021-06-04,102.9,102.1,102.0,104.0,105.8,102.3,101.3,103.4,102.0,102.8,102.9
2021-06-05,102.9,102.1,102.0,104.0,105.8,102.3,101.3,103.4,102.0,102.8,102.9
2021-06-06,102.9,102.1,102.0,104.0,105.8,102.3,101.3,103.4,102.0,102.8,102.9
2021-06-07,102.9,102.1,102.0,104.0,105.8,102.3,101.3,103.4,102.0,102.8,102.9
2021-06-08,102.9,102.1,102.0,104.0,105.8,102.3,101.3,103.4,102.0,102.8,102.9
2021-06-09,102.9,102.1,102.0,104.0,105.8,102.3,101.3,103.4,102.0,102.8,102.9
2021-06-10,102.9,102.1,102.0,104.0,105.8,102.3,101.3,103.4,102.0,102.8,102.9
2021-06-11,102.9,102.1,102.0,104.0,105.8,102.3,101.3,103.4,102.0,102.8,102.9
2021-06-12,102.9,102.1,102.0,104.0,105.8,102.3,101.3,103.4,102.0,102.8,102.9
2021-06-13,102.9,102.1,102.0,104.0,105.8,102.3,101.3,103.4,102.0,102.8,102.9
2021-06-14,102.9,102.1,102.0,104.0,105.8,102.3,101.3,103.4,102.0,102.8,102.9
2021-06-15,102.9,102.1,102.0,104.0,105.8,102.3,101.3,103.4,102.0,102.8,102.9
2021-06-16,102.9,102.1,102.0,104.0,105.8,102.3,101.3,103.4,102.0,102.8,102.9
2021-06-17,102.9,102.1,102.0,104.0,105.8,102.3,101.3,103.4,102.0,102.8,102.9
