Monat;KW;Jahr;Datum;Hof;Schicht;Tour;Tonnage;Abfallart
4;14;2021;06.04.21;VMG;1;25;32,74;HM
4;14;2021;06.04.21;VMG;1;26;31,08;HM
4;14;2021;06.04.21;VMG;1;32;33,86;HM
4;14;2021;06.04.21;VMG;1;40;34,0;HM
4;14;2021;06.04.21;VMG;1;41;38,16;HM
4;14;2021;06.04.21;VMM;1;3;31,98;HM
4;14;2021;06.04.21;VMN;1;6;33,1;HM
4;14;2021;06.04.21;VMN;1;8;36,22;HM
4;14;2021;07.04.21;VMG;1;25;31,41;HM
4;14;2021;07.04.21;VMG;1;32;33,06;HM
4;14;2021;07.04.21;VMM;1;13;30,92;HM
4;14;2021;08.04.21;VMF;1;51;32,94;HM
4;14;2021;10.04.21;VMF;1;5;30,76;HM
4;15;2021;13.04.21;VMG;1;25;30,93;HM
4;16;2021;19.04.21;VMG;1;32;30,98;HM
4;16;2021;19.04.21;VMG;1;41;33,69;HM
4;16;2021;20.04.21;VMG;1;12;31,84;HM
4;16;2021;20.04.21;VMG;1;40;31,06;HM
4;17;2021;26.04.21;VMG;1;32;32,45;HM
4;17;2021;26.04.21;VMG;1;41;34,29;HM
4;17;2021;27.04.21;VMG;1;12;31,56;HM
4;17;2021;27.04.21;VMG;1;25;34,01;HM
4;17;2021;27.04.21;VMG;1;40;31,66;HM
4;17;2021;27.04.21;VMG;1;50;30,88;HM
4;17;2021;30.04.21;VMF;1;5;32,74;HM
5;18;2021;03.05.21;VMG;1;41;32,77;HM
5;18;2021;04.05.21;VMG;1;12;31,7;HM
5;18;2021;04.05.21;VMG;1;25;34,92;HM
5;18;2021;04.05.21;VMM;1;4;31,45;HM
5;19;2021;10.05.21;VMF;1;12;31,15;HM
5;19;2021;10.05.21;VMG;1;12;31,44;HM
5;19;2021;10.05.21;VMG;1;32;30,88;HM
5;19;2021;10.05.21;VMG;1;41;35,41;HM
5;19;2021;11.05.21;VMG;1;12;31,7;HM
5;19;2021;11.05.21;VMG;1;25;34,76;HM
5;19;2021;11.05.21;VMG;1;40;32,14;HM
5;19;2021;11.05.21;VMG;1;50;32,34;HM
5;19;2021;11.05.21;VMN;1;11;32,98;HM
5;19;2021;14.05.21;VMG;1;1;33,4;HM
5;19;2021;14.05.21;VMG;1;4;32,24;HM
5;19;2021;14.05.21;VMN;1;27;32,4;HM
5;19;2021;14.05.21;VMN;1;46;35,4;HM
5;19;2021;15.05.21;VMG;1;1;34,52;HM
5;19;2021;15.05.21;VMG;1;2;32,34;HM
5;20;2021;18.05.21;VMG;1;12;31,16;HM
5;21;2021;25.05.21;VMF;1;12;35,49;HM
5;21;2021;25.05.21;VMG;1;1;44,72;HM
5;21;2021;25.05.21;VMG;1;4;33,0;HM
5;21;2021;25.05.21;VMG;1;9;32,06;HM
5;21;2021;25.05.21;VMG;1;12;34,18;HM
5;21;2021;25.05.21;VMG;1;32;33,86;HM
5;21;2021;25.05.21;VMM;1;3;32,15;HM
5;21;2021;25.05.21;VMN;1;2;33,96;HM
5;21;2021;25.05.21;VMN;1;4;32,11;HM
5;21;2021;25.05.21;VMN;1;6;30,88;HM
5;21;2021;25.05.21;VMN;1;8;36,31;HM
5;21;2021;25.05.21;VMN;1;11;32,98;HM
5;21;2021;26.05.21;VMF;1;17;33,03;HM
5;21;2021;26.05.21;VMG;1;1;35,1;HM
5;21;2021;26.05.21;VMG;1;25;33,73;HM
5;21;2021;26.05.21;VMG;1;26;34,9;HM
5;21;2021;26.05.21;VMG;1;40;37,42;HM
5;21;2021;26.05.21;VMG;1;50;34,2;HM
5;21;2021;26.05.21;VMN;1;3;36,7;HM
5;21;2021;27.05.21;VMF;1;51;33,68;HM
5;21;2021;28.05.21;VMG;1;4;31,04;HM
6;23;2021;07.06.21;VMG;1;41;32,87;HM
6;23;2021;08.06.21;VMG;1;26;32,66;HM
6;23;2021;08.06.21;VMG;1;40;31,62;HM
6;23;2021;08.06.21;VMG;1;50;30,9;HM
6;24;2021;14.06.21;VMG;1;32;31,66;HM
6;24;2021;14.06.21;VMG;1;41;33,45;HM
6;24;2021;15.06.21;VMG;1;12;30,94;HM
6;25;2021;21.06.21;VMG;1;41;31,07;HM
6;25;2021;22.06.21;VMG;1;25;32,92;HM
6;26;2021;28.06.21;VMG;1;12;30,76;HM
6;26;2021;28.06.21;VMG;1;41;33,46;HM
6;26;2021;29.06.21;VMG;1;25;33,16;HM
6;26;2021;29.06.21;VMG;1;26;30,88;HM
6;26;2021;29.06.21;VMG;1;40;31,3;HM
6;26;2021;29.06.21;VMN;1;33;32,08;HM
7;26;2021;02.07.21;VMF;1;5;31,38;HM
7;27;2021;05.07.21;VMF;1;7;34,16;HM
7;27;2021;05.07.21;VMG;1;41;33,21;HM
7;27;2021;06.07.21;VMF;1;12;31,99;HM
7;27;2021;06.07.21;VMG;1;25;32,84;HM
7;28;2021;12.07.21;VMG;1;41;31,21;HM
7;28;2021;13.07.21;VMG;1;25;34,56;HM
7;28;2021;13.07.21;VMG;1;26;30,72;HM
7;29;2021;19.07.21;VMG;1;47;32,08;HM
7;29;2021;22.07.21;VMG;1;28;32,24;HM
8;31;2021;02.08.21;VMG;1;41;30,77;HM
8;31;2021;03.08.21;VMG;1;25;32,04;HM
8;32;2021;09.08.21;VMG;1;41;30,8;HM
8;32;2021;10.08.21;VMG;1;25;32,34;HM
8;32;2021;10.08.21;VMG;1;26;31,64;HM
8;33;2021;16.08.21;VMG;1;41;31,62;HM
8;33;2021;17.08.21;VMG;1;25;32,44;HM
8;34;2021;23.08.21;VMF;1;52;32,0;HM
8;34;2021;23.08.21;VMG;1;41;32,46;HM
8;34;2021;24.08.21;VMG;1;25;32,84;HM
8;34;2021;24.08.21;VMG;1;26;31,0;HM
8;34;2021;24.08.21;VMM;1;23;32,18;HM
8;35;2021;30.08.21;VMG;1;41;31,92;HM
8;35;2021;31.08.21;VMG;1;25;32,96;HM
9;36;2021;06.09.21;VMG;1;41;31,38;HM
9;36;2021;07.09.21;VMG;1;25;32,72;HM
9;36;2021;07.09.21;VMG;1;40;32,38;HM
9;36;2021;09.09.21;VMG;1;4;32,7;HM
9;37;2021;13.09.21;VMG;1;41;32,28;HM
9;37;2021;14.09.21;VMG;1;25;31,28;HM
9;37;2021;14.09.21;VMG;1;26;32,8;HM
9;38;2021;20.09.21;VMG;1;41;31,12;HM
9;38;2021;21.09.21;VMG;1;25;31,94;HM
9;39;2021;27.09.21;VMG;1;41;30,92;HM
9;39;2021;28.09.21;VMG;1;25;32,18;HM
10;40;2021;04.10.21;VMG;1;41;32,0;HM
10;40;2021;05.10.21;VMG;1;25;33,93;HM
10;40;2021;05.10.21;VMN;1;28;30,99;HM
10;41;2021;11.10.21;VMG;1;41;31,88;HM
10;41;2021;12.10.21;VMG;1;25;32,87;HM
10;42;2021;18.10.21;VMG;1;41;30,86;HM
10;42;2021;19.10.21;VMG;1;25;33,11;HM
10;43;2021;25.10.21;VMG;1;41;32,38;HM
10;43;2021;26.10.21;VMG;1;25;31,54;HM
11;44;2021;01.11.21;VMG;1;9;31,88;HM
11;44;2021;01.11.21;VMG;1;40;32,62;HM
11;44;2021;01.11.21;VMG;1;41;33,34;HM
11;44;2021;02.11.21;VMG;1;28;34,7;HM
11;44;2021;04.11.21;VMG;1;25;33,36;HM
11;45;2021;08.11.21;VMG;1;38;31,32;HM
11;45;2021;08.11.21;VMG;1;41;32,22;HM
11;46;2021;15.11.21;VMG;1;40;30,8;HM
11;46;2021;15.11.21;VMG;1;41;32,66;HM
11;46;2021;16.11.21;VMG;1;25;32,98;HM
11;47;2021;22.11.21;VMG;1;41;32,36;HM
11;47;2021;23.11.21;VMM;1;17;32,89;HM
11;47;2021;23.11.21;VMM;1;31;35,1;HM
11;48;2021;29.11.21;VMG;1;41;32,14;HM
11;48;2021;30.11.21;VMG;1;25;31,9;HM
12;49;2021;06.12.21;VMG;1;41;32,34;HM
12;49;2021;06.12.21;VMN;1;3;34,46;HM
12;49;2021;07.12.21;VMG;1;25;31,08;HM
12;49;2021;07.12.21;VMN;1;1;33,75;HM
12;50;2021;13.12.21;VMG;1;41;31,71;HM
12;50;2021;14.12.21;VMN;1;11;35,93;HM
12;51;2021;20.12.21;VMG;1;41;31,99;HM
12;51;2021;21.12.21;VMG;1;25;32,36;HM
12;51;2021;24.12.21;VMF;1;5;30,98;HM
12;52;2021;27.12.21;VMG;1;12;31,12;HM
12;52;2021;27.12.21;VMG;1;40;38,08;HM
12;52;2021;27.12.21;VMN;1;3;33,13;HM
12;52;2021;27.12.21;VMN;1;8;31,64;HM
12;52;2021;28.12.21;VMG;1;21;35,09;HM
12;52;2021;28.12.21;VMG;1;40;39,86;HM
12;52;2021;30.12.21;VMG;1;25;31,01;HM
12;52;2021;30.12.21;VMN;1;5;35,88;HM
12;52;2021;30.12.21;VMN;1;10;32,69;HM
1;1;2022;03.01.22;VMG;1;25;31,07;HM
1;1;2022;03.01.22;VMG;1;32;30,08;HM
1;1;2022;04.01.22;VMF;1;20;39,37;HM
1;1;2022;04.01.22;VMG;1;7;29,89;HM
1;1;2022;04.01.22;VMG;1;12;32,88;HM
1;1;2022;04.01.22;VMG;1;25;33,99;HM
1;1;2022;04.01.22;VMG;1;32;29,16;HM
1;1;2022;04.01.22;VMG;1;41;33,17;HM
1;1;2022;04.01.22;VMN;1;8;45,32;HM
1;1;2022;06.01.22;VMF;1;12;33,93;HM
1;1;2022;07.01.22;VMF;1;5;31,46;HM
1;1;2022;07.01.22;VMG;1;25;29,47;HM
1;2;2022;10.01.22;VMG;1;4;28,68;HM
1;2;2022;10.01.22;VMG;1;12;29,14;HM
1;2;2022;10.01.22;VMG;1;32;29,74;HM
1;2;2022;10.01.22;VMG;1;40;32,1;HM
1;2;2022;10.01.22;VMG;1;41;34,05;HM
1;2;2022;11.01.22;VMG;1;25;33,66;HM
1;2;2022;11.01.22;VMG;1;26;30,94;HM
1;2;2022;11.01.22;VMG;1;32;28,34;HM
1;3;2022;17.01.22;VMG;1;12;28,48;HM
1;3;2022;17.01.22;VMG;1;32;28,74;HM
1;3;2022;17.01.22;VMG;1;40;28,78;HM
1;3;2022;17.01.22;VMG;1;41;29,96;HM
1;3;2022;18.01.22;VMG;1;12;29,18;HM
1;3;2022;18.01.22;VMG;1;25;33,04;HM
1;3;2022;18.01.22;VMG;1;26;32,74;HM
1;3;2022;20.01.22;VMG;1;4;33,2;HM
1;3;2022;21.01.22;VMF;1;5;29,26;HM
1;4;2022;24.01.22;VMG;1;26;28,46;HM
1;4;2022;24.01.22;VMG;1;32;29,08;HM
1;4;2022;24.01.22;VMG;1;40;28,94;HM
1;4;2022;24.01.22;VMG;1;41;33,22;HM
1;4;2022;25.01.22;VMG;1;25;32,36;HM
1;4;2022;25.01.22;VMG;1;26;30,98;HM
1;5;2022;31.01.22;VMG;1;32;28,7;HM
1;5;2022;31.01.22;VMG;1;40;28,98;HM
1;5;2022;31.01.22;VMG;1;41;31,3;HM
2;5;2022;01.02.22;VMG;1;12;29,14;HM
2;5;2022;01.02.22;VMG;1;25;32,4;HM
2;5;2022;01.02.22;VMG;1;32;28,3;HM
2;5;2022;03.02.22;VMF;1;12;30,43;HM
2;6;2022;07.02.22;VMG;1;32;29,46;HM
2;6;2022;07.02.22;VMG;1;40;29,56;HM
2;6;2022;07.02.22;VMG;1;41;33,38;HM
2;6;2022;08.02.22;VMF;1;17;29,59;HM
2;6;2022;08.02.22;VMG;1;12;28,34;HM
2;6;2022;08.02.22;VMG;1;25;33,54;HM
2;6;2022;08.02.22;VMG;1;26;31,54;HM
2;6;2022;10.02.22;VMF;1;12;30,59;HM
2;6;2022;10.02.22;VMN;1;1;33,16;HM
2;7;2022;14.02.22;VMG;1;32;29,2;HM
2;7;2022;14.02.22;VMG;1;41;32,56;HM
2;7;2022;15.02.22;VMF;1;17;28,77;HM
2;7;2022;15.02.22;VMG;1;12;28,33;HM
2;7;2022;15.02.22;VMG;1;25;33,52;HM
2;7;2022;15.02.22;VMG;1;26;33,54;HM
2;8;2022;21.02.22;VMG;1;32;28,64;HM
2;8;2022;21.02.22;VMG;1;40;30,64;HM
2;8;2022;21.02.22;VMG;1;41;34,36;HM
2;8;2022;22.02.22;VMG;1;25;33,16;HM
2;8;2022;22.02.22;VMG;1;26;31,44;HM
2;8;2022;22.02.22;VMN;1;37;28,5;HM
2;9;2022;28.02.22;VMG;1;32;28,58;HM
2;9;2022;28.02.22;VMG;1;41;31,96;HM
3;9;2022;01.03.22;VMG;1;12;28,64;HM
3;10;2022;07.03.22;VMF;1;9;29,08;HM
3;10;2022;07.03.22;VMG;1;40;29,06;HM
3;10;2022;07.03.22;VMG;1;41;32,36;HM
3;10;2022;07.03.22;VMM;1;27;29,0;HM
3;10;2022;09.03.22;VMG;1;7;31,49;HM
3;10;2022;09.03.22;VMG;1;9;29,32;HM
3;10;2022;09.03.22;VMG;1;12;32,74;HM
3;10;2022;09.03.22;VMG;1;25;33,6;HM
3;10;2022;09.03.22;VMG;1;26;35,02;HM
3;10;2022;09.03.22;VMG;1;32;32,7;HM
3;10;2022;09.03.22;VMG;1;40;30,78;HM
3;10;2022;09.03.22;VMM;1;19;29,01;HM
3;10;2022;09.03.22;VMN;1;2;29,07;HM
3;10;2022;09.03.22;VMN;1;6;33,61;HM
3;10;2022;10.03.22;VMF;1;12;28,37;HM
3;10;2022;10.03.22;VMF;1;51;32,14;HM
3;10;2022;10.03.22;VMF;1;52;28,7;HM
3;10;2022;11.03.22;VMF;1;7;31,67;HM
3;10;2022;11.03.22;VMN;1;1;32,88;HM
3;10;2022;11.03.22;VMN;1;8;31,9;HM
3;10;2022;12.03.22;VMF;1;5;29,51;HM
3;11;2022;14.03.22;VMG;1;41;31,0;HM
3;11;2022;15.03.22;VMG;1;25;31,04;HM
3;12;2022;21.03.22;VMG;1;32;29,24;HM
3;12;2022;21.03.22;VMG;1;40;30,4;HM
3;12;2022;21.03.22;VMG;1;41;34,64;HM
3;12;2022;22.03.22;VMG;1;25;33,24;HM
3;12;2022;22.03.22;VMG;1;26;34,5;HM
3;12;2022;24.03.22;VMG;1;45;29,21;HM
3;13;2022;28.03.22;VMF;1;8;28,71;HM
3;13;2022;28.03.22;VMG;1;4;29,7;HM
3;13;2022;28.03.22;VMG;1;32;31,24;HM
3;13;2022;28.03.22;VMG;1;40;29,3;HM
3;13;2022;28.03.22;VMG;1;41;34,66;HM
3;13;2022;29.03.22;VMG;1;7;29,35;HM
3;13;2022;29.03.22;VMG;1;12;28,44;HM
3;13;2022;29.03.22;VMG;1;25;32,32;HM
4;14;2022;04.04.22;VMF;1;8;28,89;HM
4;14;2022;04.04.22;VMG;1;32;28,7;HM
4;14;2022;04.04.22;VMG;1;40;28,52;HM
4;14;2022;04.04.22;VMG;1;41;34,26;HM
4;14;2022;05.04.22;VMG;1;25;32,08;HM
4;14;2022;05.04.22;VMG;1;26;31,0;HM
4;15;2022;11.04.22;VMG;1;4;28,68;HM
4;15;2022;11.04.22;VMG;1;32;30,02;HM
4;15;2022;11.04.22;VMG;1;41;33,58;HM
4;15;2022;12.04.22;VMG;1;12;29,34;HM
4;15;2022;12.04.22;VMG;1;25;33,14;HM
4;15;2022;12.04.22;VMG;1;26;34,08;HM
4;15;2022;12.04.22;VMG;1;37;28,49;HM
4;15;2022;14.04.22;VMF;1;12;34,27;HM
4;16;2022;19.04.22;VMG;1;4;33,58;HM
4;16;2022;19.04.22;VMG;1;7;28,81;HM
4;16;2022;19.04.22;VMG;1;26;30,24;HM
4;16;2022;19.04.22;VMG;1;32;33,46;HM
4;16;2022;19.04.22;VMG;1;40;33,58;HM
4;16;2022;19.04.22;VMG;1;41;40,92;HM
4;16;2022;19.04.22;VMM;1;3;29,81;HM
4;16;2022;19.04.22;VMM;1;27;28,7;HM
4;16;2022;19.04.22;VMN;1;6;31,82;HM
4;16;2022;19.04.22;VMN;1;8;32,6;HM
4;16;2022;19.04.22;VMN;1;9;29,26;HM
4;16;2022;19.04.22;VMN;1;10;32,86;HM
4;16;2022;20.04.22;VMG;1;12;28,84;HM
4;16;2022;20.04.22;VMG;1;25;40,64;HM
4;16;2022;20.04.22;VMG;1;26;34,58;HM
4;16;2022;21.04.22;VMF;1;51;33,9;HM
4;17;2022;25.04.22;VMG;1;41;29,92;HM
4;17;2022;26.04.22;VMG;1;26;29,42;HM
5;18;2022;02.05.22;VMF;1;8;30,01;HM
5;18;2022;02.05.22;VMG;1;4;31,14;HM
5;18;2022;02.05.22;VMG;1;32;31,86;HM
5;18;2022;02.05.22;VMG;1;40;31,14;HM
5;18;2022;02.05.22;VMG;1;41;34,74;HM
5;18;2022;02.05.22;VMM;1;2;29,25;HM
5;18;2022;02.05.22;VMM;1;3;29,19;HM
5;18;2022;03.05.22;VMG;1;12;28,88;HM
5;18;2022;03.05.22;VMG;1;26;33,8;HM
5;18;2022;03.05.22;VMM;1;2;30,18;HM
5;19;2022;09.05.22;VMG;1;4;29,5;HM
5;19;2022;09.05.22;VMG;1;32;30,56;HM
5;19;2022;09.05.22;VMG;1;40;28,9;HM
5;19;2022;09.05.22;VMG;1;41;34,22;HM
5;19;2022;09.05.22;VMM;1;2;31,61;HM
5;19;2022;09.05.22;VMM;1;3;30,43;HM
5;19;2022;10.05.22;VMG;1;12;31,94;HM
5;19;2022;10.05.22;VMG;1;26;32,84;HM
5;19;2022;10.05.22;VMM;1;2;28,97;HM
5;19;2022;13.05.22;VMG;1;28;30,51;HM
5;20;2022;16.05.22;VMG;1;4;29,28;HM
5;20;2022;16.05.22;VMG;1;28;32,07;HM
5;20;2022;16.05.22;VMG;1;32;29,9;HM
5;20;2022;16.05.22;VMG;1;40;29,52;HM
5;20;2022;16.05.22;VMG;1;41;34,0;HM
5;20;2022;16.05.22;VMM;1;2;31,44;HM
5;20;2022;17.05.22;VMG;1;12;30,51;HM
5;20;2022;17.05.22;VMG;1;26;34,06;HM
5;20;2022;17.05.22;VMM;1;2;29,6;HM
5;20;2022;20.05.22;VMG;1;25;31,57;HM
5;21;2022;23.05.22;VMG;1;4;30,34;HM
5;21;2022;23.05.22;VMG;1;32;29,58;HM
5;21;2022;23.05.22;VMG;1;41;34,74;HM
5;21;2022;23.05.22;VMM;1;2;31,38;HM
5;21;2022;23.05.22;VMM;1;3;28,83;HM
5;21;2022;24.05.22;VMG;1;12;28,3;HM
5;21;2022;24.05.22;VMG;1;25;31,23;HM
5;21;2022;24.05.22;VMG;1;26;32,94;HM
5;21;2022;24.05.22;VMM;1;2;30,31;HM
5;21;2022;27.05.22;VMG;1;4;29,3;HM
5;21;2022;27.05.22;VMM;1;2;33,16;HM
5;22;2022;30.05.22;VMG;1;41;30,72;HM
6;23;2022;07.06.22;VMF;1;12;33,47;HM
6;23;2022;07.06.22;VMG;1;1;39,46;HM
6;23;2022;07.06.22;VMG;1;12;30,98;HM
6;23;2022;07.06.22;VMG;1;26;29,92;HM
6;23;2022;07.06.22;VMG;1;32;34,48;HM
6;23;2022;07.06.22;VMG;1;41;34,62;HM
6;23;2022;07.06.22;VMG;1;57;29,41;HM
6;23;2022;07.06.22;VMM;1;2;35,7;HM
6;23;2022;07.06.22;VMM;1;3;31,95;HM
6;23;2022;07.06.22;VMN;1;2;29,55;HM
6;23;2022;07.06.22;VMN;1;10;35,68;HM
6;23;2022;08.06.22;VMG;1;1;36,04;HM
6;23;2022;08.06.22;VMG;1;26;32,92;HM
6;23;2022;08.06.22;VMG;1;40;30,25;HM
6;23;2022;08.06.22;VMM;1;2;33,0;HM
6;23;2022;08.06.22;VMN;1;33;29,6;HM
6;23;2022;10.06.22;VMM;1;2;31,2;HM
6;25;2022;20.06.22;VMG;1;41;34,52;HM
6;25;2022;21.06.22;VMG;1;26;29,28;HM
6;25;2022;21.06.22;VMM;1;2;28,43;HM
6;25;2022;21.06.22;VMN;1;33;30,26;HM
6;26;2022;27.06.22;VMG;1;4;29,12;HM
6;26;2022;27.06.22;VMG;1;32;29,64;HM
6;26;2022;27.06.22;VMG;1;41;34,34;HM
6;26;2022;27.06.22;VMM;1;2;31,02;HM
6;26;2022;28.06.22;VMG;1;26;30,1;HM
7;27;2022;04.07.22;VMG;1;4;31,52;HM
7;27;2022;04.07.22;VMG;1;41;32,8;HM
7;27;2022;04.07.22;VMM;1;2;32,75;HM
7;27;2022;05.07.22;VMG;1;12;29,09;HM
7;27;2022;05.07.22;VMG;1;26;33,0;HM
7;27;2022;07.07.22;VMF;1;8;28,68;HM
7;27;2022;07.07.22;VMG;1;15;28,65;HM
7;28;2022;11.07.22;VMG;1;32;29,12;HM
7;28;2022;11.07.22;VMG;1;41;31,0;HM
7;28;2022;11.07.22;VMM;1;2;30,55;HM
7;28;2022;11.07.22;VMN;1;33;32,44;HM
7;28;2022;12.07.22;VMF;1;17;31,23;HM
7;28;2022;12.07.22;VMG;1;26;31,94;HM
7;29;2022;19.07.22;VMN;1;7;28,82;HM
7;30;2022;25.07.22;VMG;1;41;30,38;HM
7;30;2022;26.07.22;VMM;1;2;28,44;HM
8;31;2022;01.08.22;VMG;1;41;33,98;HM
8;31;2022;02.08.22;VMG;1;26;28,6;HM
8;32;2022;08.08.22;VMG;1;41;33,46;HM
8;32;2022;09.08.22;VMG;1;25;29,57;HM
8;33;2022;15.08.22;VMG;1;41;33,67;HM
8;33;2022;17.08.22;VMN;1;45;28,67;HM
8;34;2022;22.08.22;VMG;1;32;29,0;HM
8;34;2022;22.08.22;VMG;1;41;34,42;HM
8;34;2022;23.08.22;VMF;1;52;29,02;HM
8;34;2022;23.08.22;VMG;1;25;31,67;HM
8;34;2022;23.08.22;VMG;1;26;31,08;HM
8;34;2022;23.08.22;VMG;1;57;29,99;HM
8;34;2022;23.08.22;VMM;1;2;31,44;HM
8;34;2022;23.08.22;VMN;1;33;31,06;HM
8;34;2022;25.08.22;VMM;1;2;32,64;HM
8;35;2022;29.08.22;VMG;1;4;29,56;HM
8;35;2022;29.08.22;VMG;1;32;29,76;HM
8;35;2022;29.08.22;VMG;1;41;35,24;HM
8;35;2022;30.08.22;VMG;1;26;30,64;HM
8;35;2022;30.08.22;VMM;1;2;32,17;HM
8;35;2022;30.08.22;VMM;1;34;28,86;HM
9;35;2022;01.09.22;VMM;1;2;28,7;HM
9;36;2022;05.09.22;VMG;1;28;28,93;HM
9;36;2022;05.09.22;VMG;1;41;34,28;HM
9;36;2022;05.09.22;VMM;1;2;29,96;HM
9;36;2022;07.09.22;VMG;1;40;29,68;HM
9;36;2022;07.09.22;VMG;1;41;28,9;HM
9;37;2022;12.09.22;VMG;1;41;31,66;HM
9;37;2022;12.09.22;VMM;1;2;31,74;HM
9;37;2022;13.09.22;VMG;1;25;28,65;HM
9;37;2022;14.09.22;VMM;1;2;30,05;HM
9;38;2022;19.09.22;VMG;1;41;34,34;HM
9;38;2022;19.09.22;VMM;1;2;30,92;HM
9;38;2022;20.09.22;VMG;1;12;33,58;HM
9;38;2022;20.09.22;VMG;1;25;30,93;HM
9;38;2022;21.09.22;VMM;1;2;29,73;HM
9;39;2022;26.09.22;VMG;1;32;29,52;HM
9;39;2022;26.09.22;VMG;1;41;34,34;HM
9;39;2022;26.09.22;VMM;1;2;30,53;HM
9;39;2022;27.09.22;VMG;1;12;28,51;HM
9;39;2022;27.09.22;VMG;1;25;31,1;HM
9;39;2022;27.09.22;VMG;1;26;28,32;HM
9;39;2022;28.09.22;VMM;1;2;31,0;HM
10;40;2022;04.10.22;VMF;1;12;32,41;HM
10;40;2022;04.10.22;VMG;1;4;29,46;HM
10;40;2022;04.10.22;VMG;1;7;30,05;HM
10;40;2022;04.10.22;VMG;1;12;34,96;HM
10;40;2022;04.10.22;VMG;1;26;29,76;HM
10;40;2022;04.10.22;VMG;1;32;33,92;HM
10;40;2022;04.10.22;VMG;1;40;32,06;HM
10;40;2022;04.10.22;VMG;1;41;35,36;HM
10;40;2022;04.10.22;VMG;1;57;31,23;HM
10;40;2022;04.10.22;VMM;1;2;35,75;HM
10;40;2022;04.10.22;VMM;1;3;29,54;HM
10;40;2022;04.10.22;VMN;1;10;36,02;HM
10;40;2022;05.10.22;VMF;1;17;30,07;HM
10;40;2022;05.10.22;VMF;1;24;28,94;HM
10;40;2022;05.10.22;VMG;1;25;34,05;HM
10;40;2022;05.10.22;VMG;1;26;33,96;HM
10;40;2022;05.10.22;VMG;1;32;29,48;HM
10;40;2022;05.10.22;VMG;1;40;30,3;HM
10;40;2022;05.10.22;VMM;1;2;33,08;HM
10;40;2022;05.10.22;VMM;1;3;28,84;HM
10;40;2022;05.10.22;VMM;1;34;32,6;HM
10;40;2022;05.10.22;VMN;1;4;33,76;HM
10;40;2022;05.10.22;VMN;1;7;30,78;HM
10;40;2022;07.10.22;VMM;1;2;31,38;HM
10;42;2022;17.10.22;VMG;1;32;29,12;HM
10;42;2022;17.10.22;VMG;1;41;34,5;HM
10;42;2022;17.10.22;VMM;1;2;30,8;HM
10;42;2022;18.10.22;VMG;1;26;30,05;HM
10;43;2022;24.10.22;VMG;1;32;29,22;HM
10;43;2022;24.10.22;VMG;1;41;35,12;HM
10;43;2022;24.10.22;VMM;1;2;31,66;HM
10;43;2022;25.10.22;VMG;1;26;30,3;HM
10;43;2022;25.10.22;VMM;1;2;28,53;HM
10;43;2022;25.10.22;VMM;1;34;34,43;HM
10;44;2022;31.10.22;VMG;1;32;31,08;HM
10;44;2022;31.10.22;VMG;1;40;28,52;HM
10;44;2022;31.10.22;VMG;1;41;35,16;HM
10;44;2022;31.10.22;VMM;1;2;32,0;HM
11;44;2022;01.11.22;VMG;1;12;28,61;HM
11;44;2022;01.11.22;VMG;1;25;31,01;HM
11;44;2022;01.11.22;VMG;1;26;29,98;HM
11;44;2022;01.11.22;VMM;1;2;29,46;HM
11;45;2022;07.11.22;VMG;1;32;30,96;HM
11;45;2022;07.11.22;VMG;1;41;34,98;HM
11;45;2022;07.11.22;VMM;1;2;30,35;HM
11;45;2022;08.11.22;VMG;1;25;31,73;HM
11;45;2022;08.11.22;VMG;1;26;32,7;HM
11;45;2022;08.11.22;VMM;1;2;29,53;HM
11;46;2022;14.11.22;VMG;1;32;29,94;HM
11;46;2022;14.11.22;VMG;1;41;33,59;HM
11;46;2022;15.11.22;VMF;1;16;29,65;HM
11;46;2022;15.11.22;VMG;1;25;33,29;HM
11;46;2022;15.11.22;VMG;1;26;28,38;HM
11;46;2022;15.11.22;VMM;1;2;29,37;HM
11;47;2022;21.11.22;VMG;1;32;28,76;HM
11;47;2022;21.11.22;VMG;1;41;34,52;HM
11;47;2022;22.11.22;VMF;1;16;31,67;HM
11;47;2022;22.11.22;VMG;1;12;35,48;HM
11;47;2022;22.11.22;VMG;1;26;28,7;HM
11;47;2022;22.11.22;VMM;1;2;38,51;HM
11;48;2022;28.11.22;VMG;1;32;31,04;HM
11;48;2022;28.11.22;VMG;1;40;29,16;HM
11;48;2022;28.11.22;VMG;1;41;34,76;HM
11;48;2022;28.11.22;VMM;1;2;30,86;HM
11;48;2022;29.11.22;VMF;1;16;32,27;HM
11;48;2022;29.11.22;VMF;1;17;28,5;HM
11;48;2022;29.11.22;VMG;1;26;31,92;HM
11;48;2022;29.11.22;VMM;1;2;30,34;HM
11;48;2022;29.11.22;VMM;1;34;28,81;HM
12;48;2022;01.12.22;VMG;1;4;34,98;HM
12;49;2022;05.12.22;VMG;1;41;33,22;HM
12;49;2022;06.12.22;VMF;1;52;29,82;HM
12;49;2022;06.12.22;VMG;1;26;30,34;HM
12;49;2022;06.12.22;VMM;1;2;32,71;HM
12;50;2022;12.12.22;VMG;1;32;29,02;HM
12;50;2022;12.12.22;VMG;1;41;33,55;HM
12;50;2022;13.12.22;VMG;1;26;28,84;HM
12;50;2022;13.12.22;VMM;1;2;28,79;HM
